internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-04721,Highway Roads Project 04721,Ministry of Health & Family Welfare,RVNL,Roads,Himachal Pradesh,Highway,2023-06-25,2024-02-24,2027-10-21,2028-07-17,47.93,58.07,PRJ-321224,OCMS-866808,PM-4161322
PAI-04722,Station Railways Project 04722,Ministry of Health & Family Welfare,Jal Board,Railways,Goa,Station,2023-05-25,2023-08-25,2027-01-30,2027-07-29,33.39,40.79,PRJ-306607,OCMS-564728,PM-5474264
PAI-04723,Irrigation Water Project 04723,Ministry of Education,CPWD,Water,Mizoram,Irrigation,2023-10-08,2023-12-25,2026-09-27,2026-09-27,156.43,183.05,PRJ-730189,OCMS-994756,PM-9483730
PAI-04724,Transmission Power Project 04724,"Ministry of Ports, Shipping & Waterways",Metro Rail Corporation,Power,Andhra Pradesh,Transmission,2023-04-29,2023-09-22,2028-01-19,2028-02-18,25.06,26.48,PRJ-121225,OCMS-735026,PM-8346245
PAI-04725,Sewage Urban Development Project 04725,Ministry of Jal Shakti,IRCON,Urban Development,Delhi,Sewage,2023-02-03,2023-06-24,2025-05-25,2025-05-25,106.55,127.27,PRJ-531365,OCMS-780502,PM-6502387
PAI-04726,Hospital Healthcare Project 04726,Ministry of Jal Shakti,RVNL,Healthcare,Uttar Pradesh,Hospital,2023-06-23,2023-12-10,2026-10-05,2026-10-05,64.0,73.12,PRJ-514983,OCMS-851823,PM-5550940
PAI-04727,University Education Project 04727,Ministry of Railways,State PWD,Education,Jharkhand,University,2024-09-27,2025-03-04,2029-11-30,2029-11-30,51.13,58.04,PRJ-184194,OCMS-484001,PM-5810726
PAI-04728,Logistics Hub Ports Project 04728,Ministry of Education,IRCON,Ports,Rajasthan,Logistics Hub,2024-06-25,2024-12-02,2029-05-03,2030-01-28,16.65,21.1,PRJ-875094,OCMS-708425,PM-8214622
PAI-04729,Expressway Roads Project 04729,"Ministry of Ports, Shipping & Waterways",State PWD,Roads,Nagaland,Expressway,2023-03-22,2023-12-01,2026-02-27,2026-04-28,80.02,94.9,PRJ-144780,OCMS-187147,PM-3146901
PAI-04730,Bridge Railways Project 04730,Ministry of Road Transport & Highways,RVNL,Railways,Mizoram,Bridge,2024-06-03,2025-03-20,2029-12-23,2029-12-23,27.26,28.35,PRJ-711255,OCMS-764128,PM-6181558
PAI-04731,Water Supply Water Project 04731,Ministry of Education,RVNL,Water,Manipur,Water Supply,2023-08-11,2024-02-03,2027-08-11,2028-02-07,45.49,52.93,PRJ-134873,OCMS-939034,PM-2833597
PAI-04732,Renewable Energy Power Project 04732,"Ministry of Ports, Shipping & Waterways",State PWD,Power,Madhya Pradesh,Renewable Energy,2024-12-03,2025-07-04,2030-05-03,2030-06-02,62.37,69.99,PRJ-907246,OCMS-267189,PM-3522185
PAI-04733,Sewage Urban Development Project 04733,Ministry of Power,CPWD,Urban Development,Telangana,Sewage,2024-02-06,2024-11-13,2026-12-27,2027-06-25,47.76,53.71,PRJ-935606,OCMS-365867,PM-8003979
PAI-04734,Medical College Healthcare Project 04734,"Ministry of Ports, Shipping & Waterways",NHAI,Healthcare,Jharkhand,Medical College,2023-09-05,2024-05-30,2027-10-24,2027-11-23,14.36,14.83,PRJ-264795,OCMS-196317,PM-5884092
PAI-04735,School Education Project 04735,Ministry of Housing & Urban Affairs,State PWD,Education,Maharashtra,School,2024-01-20,2024-04-20,2026-11-27,2026-12-27,22.45,23.16,PRJ-243520,OCMS-801507,PM-5285282
PAI-04736,Logistics Hub Ports Project 04736,Ministry of Road Transport & Highways,NTPC,Ports,West Bengal,Logistics Hub,2024-07-17,2025-02-16,2026-11-04,2026-11-04,17.19,18.49,PRJ-810211,OCMS-220106,PM-4370802
PAI-04737,Expressway Roads Project 04737,Ministry of Housing & Urban Affairs,Metro Rail Corporation,Roads,Sikkim,Expressway,2025-02-08,2025-03-14,2028-05-07,2028-05-07,39.47,39.93,PRJ-648177,OCMS-209558,PM-1517768
PAI-04738,Rail Corridor Railways Project 04738,Ministry of Education,CPWD,Railways,Madhya Pradesh,Rail Corridor,2024-08-27,2025-02-10,2028-06-11,2028-06-11,8.13,9.0,PRJ-865824,OCMS-878003,PM-1109714
PAI-04739,Irrigation Water Project 04739,Ministry of Housing & Urban Affairs,CPWD,Water,Himachal Pradesh,Irrigation,2024-01-21,2024-03-30,2028-02-19,2028-05-19,1.75,2.2,PRJ-982568,OCMS-771461,PM-6549277
PAI-04740,Renewable Energy Power Project 04740,Ministry of Education,IRCON,Power,Punjab,Renewable Energy,2024-04-15,2024-10-13,2029-05-29,2029-06-28,18.26,20.62,PRJ-677578,OCMS-692933,PM-1481282
PAI-04741,Sewage Urban Development Project 04741,Ministry of Health & Family Welfare,RVNL,Urban Development,Karnataka,Sewage,2023-11-05,2023-12-17,2027-01-22,2027-01-22,17.73,19.5,PRJ-912061,OCMS-102974,PM-1780501
PAI-04742,Hospital Healthcare Project 04742,Ministry of Jal Shakti,State PWD,Healthcare,Delhi,Hospital,2025-03-04,2025-12-07,2030-10-21,2030-10-21,23.85,26.29,PRJ-510304,OCMS-158750,PM-7051453
PAI-04743,School Education Project 04743,Ministry of Health & Family Welfare,CPWD,Education,Tamil Nadu,School,2023-05-12,2023-09-30,2026-01-28,2026-01-28,67.91,68.75,PRJ-905677,OCMS-373745,PM-6844747
PAI-04744,Port Expansion Ports Project 04744,"Ministry of Ports, Shipping & Waterways",RVNL,Ports,Maharashtra,Port Expansion,2024-09-28,2025-02-01,2028-07-02,2028-07-02,49.88,54.53,PRJ-115290,OCMS-271285,PM-9316555
PAI-04745,Highway Roads Project 04745,Ministry of Jal Shakti,IRCON,Roads,Chhattisgarh,Highway,2024-09-20,2025-02-13,2029-06-08,2029-09-06,38.86,40.39,PRJ-725357,OCMS-754466,PM-4055952
PAI-04746,Rail Corridor Railways Project 04746,Ministry of Health & Family Welfare,State PWD,Railways,Gujarat,Rail Corridor,2025-05-06,2025-06-11,2029-07-14,2029-10-12,53.53,56.31,PRJ-838389,OCMS-239257,PM-5024472
PAI-04747,Dam Water Project 04747,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Water,Kerala,Dam,2023-06-21,2023-11-07,2027-03-02,2027-05-01,58.94,68.31,PRJ-758114,OCMS-407266,PM-8453571
PAI-04748,Generation Power Project 04748,Ministry of Power,National Highways Authority,Power,Tamil Nadu,Generation,2023-08-13,2024-04-19,2028-01-15,2028-03-15,11.82,12.51,PRJ-470365,OCMS-656154,PM-3544379
PAI-04749,Sewage Urban Development Project 04749,"Ministry of Ports, Shipping & Waterways",NHAI,Urban Development,Kerala,Sewage,2023-05-06,2023-09-07,2028-01-04,2028-04-03,13.28,15.54,PRJ-820821,OCMS-436059,PM-3659405
PAI-04750,Hospital Healthcare Project 04750,Ministry of Railways,Metro Rail Corporation,Healthcare,Uttarakhand,Hospital,2024-05-26,2024-08-13,2029-02-28,2029-02-28,22.84,26.29,PRJ-100811,OCMS-775392,PM-5240594
PAI-04751,School Education Project 04751,Ministry of Railways,NHPC,Education,Rajasthan,School,2024-07-20,2025-04-08,2028-07-14,2028-07-14,24.27,30.26,PRJ-933797,OCMS-776372,PM-7116126
PAI-04752,Logistics Hub Ports Project 04752,Ministry of Railways,CPWD,Ports,Sikkim,Logistics Hub,2024-02-08,2024-09-28,2028-03-11,2028-09-07,1.91,2.41,PRJ-567917,OCMS-600370,PM-6888079
PAI-04753,Road Widening Roads Project 04753,"Ministry of Ports, Shipping & Waterways",NHPC,Roads,Odisha,Road Widening,2023-08-19,2023-11-08,2025-07-08,2025-07-08,31.12,35.73,PRJ-434581,OCMS-859960,PM-9319670
PAI-04754,Station Railways Project 04754,Ministry of Road Transport & Highways,Jal Board,Railways,Himachal Pradesh,Station,2023-02-01,2023-07-24,2028-03-12,2028-03-12,30.5,36.69,PRJ-266351,OCMS-939608,PM-5954842
PAI-04755,Water Supply Water Project 04755,"Ministry of Ports, Shipping & Waterways",Metro Rail Corporation,Water,Delhi,Water Supply,2025-01-12,2025-04-04,2028-05-13,2028-05-13,53.11,63.84,PRJ-766320,OCMS-237843,PM-5587820
PAI-04756,Renewable Energy Power Project 04756,Ministry of Power,RVNL,Power,Madhya Pradesh,Renewable Energy,2023-10-03,2023-11-29,2027-06-02,2027-07-02,14.04,16.54,PRJ-963503,OCMS-657881,PM-6132875
PAI-04757,Metro Urban Development Project 04757,Ministry of Road Transport & Highways,IRCON,Urban Development,Madhya Pradesh,Metro,2024-02-16,2024-08-15,2027-12-20,2027-12-20,16.12,18.48,PRJ-595435,OCMS-954093,PM-9407233
PAI-04758,Medical College Healthcare Project 04758,Ministry of Jal Shakti,CPWD,Healthcare,Tripura,Medical College,2024-04-16,2024-05-21,2028-09-22,2028-11-21,54.42,61.0,PRJ-717443,OCMS-817057,PM-7390218
PAI-04759,Research Facility Education Project 04759,Ministry of Housing & Urban Affairs,NHAI,Education,Delhi,Research Facility,2025-03-08,2025-10-30,2030-04-24,2030-06-23,10.49,11.41,PRJ-620563,OCMS-928385,PM-3760961
PAI-04760,Port Expansion Ports Project 04760,Ministry of Education,Metro Rail Corporation,Ports,West Bengal,Port Expansion,2025-05-05,2025-10-16,2029-06-07,2029-08-06,56.94,67.3,PRJ-539604,OCMS-557544,PM-4481423
PAI-04761,Bridge Roads Project 04761,Ministry of Railways,National Highways Authority,Roads,Uttarakhand,Bridge,2024-01-21,2024-04-02,2028-10-31,2028-12-30,50.4,56.54,PRJ-750528,OCMS-824047,PM-5542571
PAI-04762,Bridge Railways Project 04762,Ministry of Jal Shakti,IRCON,Railways,Delhi,Bridge,2025-05-20,2026-03-15,2028-05-17,2028-07-16,56.91,68.18,PRJ-551127,OCMS-317951,PM-1021092
PAI-04763,Water Supply Water Project 04763,Ministry of Education,NTPC,Water,Meghalaya,Water Supply,2024-09-05,2025-06-23,2030-02-19,2030-02-19,35.9,41.21,PRJ-636584,OCMS-317054,PM-2535270
PAI-04764,Generation Power Project 04764,Ministry of Railways,IRCON,Power,Nagaland,Generation,2024-02-20,2024-09-10,2026-03-30,2026-03-30,49.84,58.88,PRJ-743548,OCMS-508358,PM-6916312
PAI-04765,Housing Urban Development Project 04765,Ministry of Road Transport & Highways,National Highways Authority,Urban Development,Maharashtra,Housing,2025-03-26,2025-09-25,2030-04-30,2030-04-30,35.79,39.18,PRJ-933144,OCMS-335536,PM-7962350
PAI-04766,Medical College Healthcare Project 04766,Ministry of Road Transport & Highways,NHAI,Healthcare,Mizoram,Medical College,2023-11-22,2024-03-20,2027-01-28,2027-01-28,66.31,73.88,PRJ-802545,OCMS-179100,PM-6877252
PAI-04767,Research Facility Education Project 04767,Ministry of Jal Shakti,NTPC,Education,Jharkhand,Research Facility,2023-01-29,2023-11-07,2026-10-26,2026-10-26,51.72,61.25,PRJ-292783,OCMS-770081,PM-8822835
PAI-04768,Logistics Hub Ports Project 04768,Ministry of Railways,National Highways Authority,Ports,Assam,Logistics Hub,2023-06-01,2024-02-19,2027-08-23,2028-05-19,23.37,27.68,PRJ-968388,OCMS-298888,PM-8647191
PAI-04769,Road Widening Roads Project 04769,Ministry of Jal Shakti,National Highways Authority,Roads,Manipur,Road Widening,2023-10-08,2024-01-30,2028-11-24,2029-02-22,30.47,31.55,PRJ-801136,OCMS-498348,PM-8671435
PAI-04770,Freight Corridor Railways Project 04770,Ministry of Housing & Urban Affairs,Jal Board,Railways,Bihar,Freight Corridor,2024-04-16,2024-07-26,2029-01-01,2029-01-01,170.15,198.05,PRJ-490068,OCMS-918655,PM-8551596
PAI-04771,Water Supply Water Project 04771,Ministry of Housing & Urban Affairs,State PWD,Water,Meghalaya,Water Supply,2024-04-21,2024-06-01,2028-06-28,2028-08-27,85.09,105.14,PRJ-159334,OCMS-390053,PM-7827820
PAI-04772,Substation Power Project 04772,Ministry of Railways,CPWD,Power,Uttarakhand,Substation,2025-04-02,2025-07-13,2029-02-22,2029-08-21,31.5,33.1,PRJ-946075,OCMS-734245,PM-7137210
PAI-04773,Metro Urban Development Project 04773,"Ministry of Ports, Shipping & Waterways",Metro Rail Corporation,Urban Development,Uttar Pradesh,Metro,2024-07-26,2024-09-17,2026-04-05,2026-04-05,194.51,200.35,PRJ-836719,OCMS-897023,PM-4091358
PAI-04774,Medical College Healthcare Project 04774,Ministry of Power,State PWD,Healthcare,Meghalaya,Medical College,2024-07-25,2024-11-16,2027-09-11,2027-10-11,52.53,53.37,PRJ-729435,OCMS-398802,PM-2222485
PAI-04775,School Education Project 04775,"Ministry of Ports, Shipping & Waterways",IRCON,Education,Madhya Pradesh,School,2023-01-01,2023-02-10,2026-09-05,2027-03-04,81.51,89.02,PRJ-532784,OCMS-958257,PM-4386497
PAI-04776,Port Expansion Ports Project 04776,Ministry of Power,State PWD,Ports,Himachal Pradesh,Port Expansion,2023-11-13,2024-04-26,2026-02-28,2026-02-28,148.5,168.16,PRJ-203624,OCMS-399821,PM-5615004
PAI-04777,Road Widening Roads Project 04777,Ministry of Jal Shakti,NHAI,Roads,Assam,Road Widening,2024-04-24,2024-07-10,2029-02-03,2029-02-03,24.11,28.66,PRJ-359369,OCMS-928360,PM-3205515
PAI-04778,Freight Corridor Railways Project 04778,Ministry of Jal Shakti,RVNL,Railways,Odisha,Freight Corridor,2024-05-11,2024-09-07,2026-03-21,2026-03-21,15.05,18.19,PRJ-601075,OCMS-623372,PM-9188400
PAI-04779,River Management Water Project 04779,Ministry of Health & Family Welfare,State PWD,Water,Nagaland,River Management,2023-12-30,2024-01-31,2026-05-11,2026-11-07,16.5,16.59,PRJ-756555,OCMS-433215,PM-2880628
PAI-04780,Transmission Power Project 04780,Ministry of Road Transport & Highways,RVNL,Power,Gujarat,Transmission,2025-02-28,2025-08-17,2028-02-13,2028-02-13,19.65,22.47,PRJ-866136,OCMS-614163,PM-7489073
PAI-04781,Housing Urban Development Project 04781,Ministry of Health & Family Welfare,RVNL,Urban Development,Mizoram,Housing,2025-04-12,2025-06-21,2029-11-18,2030-01-17,41.94,46.52,PRJ-392375,OCMS-463457,PM-7559288
PAI-04782,Health Centre Healthcare Project 04782,Ministry of Housing & Urban Affairs,CPWD,Healthcare,Karnataka,Health Centre,2025-05-04,2025-11-28,2027-07-29,2027-07-29,29.23,29.41,PRJ-110045,OCMS-503348,PM-7423354
PAI-04783,Research Facility Education Project 04783,Ministry of Housing & Urban Affairs,Jal Board,Education,Karnataka,Research Facility,2023-12-30,2024-04-06,2029-01-29,2029-01-29,50.38,52.41,PRJ-884701,OCMS-475284,PM-3188878
PAI-04784,Terminal Ports Project 04784,Ministry of Road Transport & Highways,CPWD,Ports,Odisha,Terminal,2024-07-17,2025-02-07,2028-01-11,2028-02-10,65.34,73.91,PRJ-492250,OCMS-779684,PM-8781072
PAI-04785,Expressway Roads Project 04785,Ministry of Health & Family Welfare,National Highways Authority,Roads,Karnataka,Expressway,2024-03-10,2024-07-29,2028-12-29,2028-12-29,30.79,37.96,PRJ-899991,OCMS-769598,PM-1918524
PAI-04786,Station Railways Project 04786,Ministry of Railways,RVNL,Railways,West Bengal,Station,2023-10-15,2023-12-17,2027-06-12,2027-06-12,11.37,13.48,PRJ-216087,OCMS-558279,PM-5238923
PAI-04787,River Management Water Project 04787,Ministry of Jal Shakti,NHAI,Water,Maharashtra,River Management,2025-01-22,2025-08-07,2030-01-22,2030-01-22,20.81,24.69,PRJ-852446,OCMS-537308,PM-4599518
PAI-04788,Transmission Power Project 04788,Ministry of Power,Jal Board,Power,Goa,Transmission,2025-02-22,2025-12-10,2030-09-27,2030-09-27,3.4,4.31,PRJ-219053,OCMS-791178,PM-2022005
PAI-04789,Metro Urban Development Project 04789,Ministry of Jal Shakti,NHAI,Urban Development,Uttarakhand,Metro,2025-02-26,2025-07-11,2029-09-24,2030-03-23,8.46,8.92,PRJ-362352,OCMS-148169,PM-9718158
PAI-04790,Medical College Healthcare Project 04790,Ministry of Education,NTPC,Healthcare,Jharkhand,Medical College,2024-09-04,2025-02-20,2028-06-19,2028-07-19,45.12,50.19,PRJ-261965,OCMS-250101,PM-8302747
PAI-04791,Research Facility Education Project 04791,Ministry of Road Transport & Highways,National Highways Authority,Education,Telangana,Research Facility,2024-12-05,2025-05-07,2028-05-01,2028-05-01,77.03,96.11,PRJ-693565,OCMS-826641,PM-7843485
PAI-04792,Harbour Ports Project 04792,Ministry of Railways,RVNL,Ports,Goa,Harbour,2024-01-25,2024-09-29,2029-01-11,2029-03-12,54.72,64.72,PRJ-433401,OCMS-741326,PM-9821032
PAI-04793,Bridge Roads Project 04793,Ministry of Education,Jal Board,Roads,Tripura,Bridge,2024-05-28,2024-12-25,2027-10-06,2027-11-05,32.76,35.21,PRJ-929074,OCMS-528351,PM-1747199
PAI-04794,Bridge Railways Project 04794,Ministry of Education,NHAI,Railways,Himachal Pradesh,Bridge,2025-01-11,2025-08-28,2027-05-13,2027-05-13,12.61,14.93,PRJ-822193,OCMS-337915,PM-6928715
PAI-04795,Irrigation Water Project 04795,Ministry of Health & Family Welfare,IRCON,Water,Nagaland,Irrigation,2024-07-18,2024-10-29,2029-02-24,2029-08-23,65.49,70.08,PRJ-463201,OCMS-353845,PM-7375253
PAI-04796,Substation Power Project 04796,Ministry of Jal Shakti,NTPC,Power,Andhra Pradesh,Substation,2024-09-23,2025-05-13,2030-01-22,2030-07-21,16.72,18.69,PRJ-731474,OCMS-127762,PM-5284297
PAI-04797,Urban Mobility Urban Development Project 04797,Ministry of Power,State PWD,Urban Development,Goa,Urban Mobility,2024-01-26,2024-06-13,2027-01-29,2027-02-28,13.28,15.25,PRJ-303989,OCMS-763931,PM-5844915
PAI-04798,Medical College Healthcare Project 04798,Ministry of Education,CPWD,Healthcare,Telangana,Medical College,2024-12-16,2025-03-27,2026-10-16,2026-10-16,46.73,47.5,PRJ-621835,OCMS-977581,PM-2700693
PAI-04799,Research Facility Education Project 04799,Ministry of Power,Metro Rail Corporation,Education,Haryana,Research Facility,2024-03-28,2024-05-25,2028-12-21,2028-12-21,69.94,86.46,PRJ-511289,OCMS-919737,PM-4486633
PAI-04800,Harbour Ports Project 04800,Ministry of Power,CPWD,Ports,Odisha,Harbour,2023-03-31,2023-10-31,2026-02-24,2026-02-24,83.66,91.94,PRJ-744117,OCMS-187715,PM-1205409
PAI-04801,Road Widening Roads Project 04801,Ministry of Power,National Highways Authority,Roads,Madhya Pradesh,Road Widening,2025-06-12,2026-04-06,2029-07-15,2029-09-13,24.14,25.74,PRJ-221410,OCMS-455833,PM-6925903
PAI-04802,Bridge Railways Project 04802,Ministry of Railways,NTPC,Railways,Goa,Bridge,2024-04-25,2025-02-07,2027-04-18,2027-04-18,55.56,68.19,PRJ-211101,OCMS-490762,PM-4597297
PAI-04803,Irrigation Water Project 04803,Ministry of Education,Metro Rail Corporation,Water,Goa,Irrigation,2024-10-18,2025-02-21,2029-07-21,2029-07-21,9.47,12.07,PRJ-229215,OCMS-479136,PM-2739888
PAI-04804,Generation Power Project 04804,Ministry of Jal Shakti,RVNL,Power,Tamil Nadu,Generation,2023-11-20,2024-06-28,2027-12-19,2028-03-18,11.32,13.76,PRJ-551210,OCMS-262136,PM-1347059
PAI-04805,Urban Mobility Urban Development Project 04805,Ministry of Jal Shakti,NHAI,Urban Development,Haryana,Urban Mobility,2025-04-12,2025-09-07,2029-11-01,2029-11-01,24.76,25.15,PRJ-757185,OCMS-723568,PM-3930296
PAI-04806,Hospital Healthcare Project 04806,Ministry of Railways,NHAI,Healthcare,Maharashtra,Hospital,2024-12-06,2025-07-28,2028-12-10,2028-12-10,24.01,27.95,PRJ-601635,OCMS-176632,PM-1974166
PAI-04807,Research Facility Education Project 04807,Ministry of Railways,Jal Board,Education,Haryana,Research Facility,2024-08-01,2025-03-13,2028-03-28,2028-09-24,32.45,33.31,PRJ-562059,OCMS-170624,PM-9297339
PAI-04808,Terminal Ports Project 04808,Ministry of Power,Metro Rail Corporation,Ports,Delhi,Terminal,2023-02-03,2023-06-23,2026-02-03,2026-03-05,154.52,197.37,PRJ-612987,OCMS-445604,PM-9094981
PAI-04809,Road Widening Roads Project 04809,Ministry of Railways,NHPC,Roads,Odisha,Road Widening,2025-03-30,2025-09-24,2027-06-27,2027-07-27,8.96,10.23,PRJ-593734,OCMS-336658,PM-3865964
PAI-04810,Freight Corridor Railways Project 04810,Ministry of Education,Jal Board,Railways,Sikkim,Freight Corridor,2023-10-25,2024-04-03,2026-11-21,2027-08-18,28.91,30.36,PRJ-755871,OCMS-997253,PM-7546886
PAI-04811,Water Supply Water Project 04811,Ministry of Education,Jal Board,Water,Bihar,Water Supply,2024-03-20,2024-09-18,2026-07-19,2026-07-19,13.14,13.81,PRJ-917232,OCMS-599056,PM-4101677
PAI-04812,Generation Power Project 04812,Ministry of Jal Shakti,NHAI,Power,Sikkim,Generation,2024-01-07,2024-08-18,2029-01-12,2029-01-12,24.93,30.24,PRJ-830225,OCMS-732261,PM-3231918
PAI-04813,Sewage Urban Development Project 04813,Ministry of Health & Family Welfare,RVNL,Urban Development,Manipur,Sewage,2024-02-20,2024-03-30,2026-06-23,2026-07-23,13.06,16.28,PRJ-927881,OCMS-565033,PM-3570986
PAI-04814,Medical College Healthcare Project 04814,"Ministry of Ports, Shipping & Waterways",Metro Rail Corporation,Healthcare,Gujarat,Medical College,2024-10-01,2025-03-26,2026-10-20,2026-12-19,22.77,24.24,PRJ-863208,OCMS-651879,PM-3437477
PAI-04815,Research Facility Education Project 04815,"Ministry of Ports, Shipping & Waterways",Jal Board,Education,Jharkhand,Research Facility,2024-09-04,2024-10-16,2029-06-29,2029-06-29,87.47,96.52,PRJ-592733,OCMS-364128,PM-9626116
PAI-04816,Harbour Ports Project 04816,Ministry of Education,IRCON,Ports,Assam,Harbour,2023-07-23,2023-10-10,2027-09-28,2027-09-28,23.16,26.02,PRJ-296026,OCMS-657186,PM-1076143
PAI-04817,Bridge Roads Project 04817,Ministry of Education,National Highways Authority,Roads,Telangana,Bridge,2024-03-25,2024-08-07,2027-12-31,2027-12-31,15.85,17.01,PRJ-131882,OCMS-230741,PM-9292314
PAI-04818,Freight Corridor Railways Project 04818,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Railways,Tripura,Freight Corridor,2024-12-01,2025-03-21,2028-02-16,2028-02-16,30.15,32.66,PRJ-916099,OCMS-424378,PM-6296587
PAI-04819,Water Supply Water Project 04819,Ministry of Railways,National Highways Authority,Water,West Bengal,Water Supply,2023-01-20,2023-05-23,2025-04-27,2026-01-22,19.63,23.63,PRJ-983288,OCMS-682264,PM-5010047
PAI-04820,Transmission Power Project 04820,Ministry of Railways,National Highways Authority,Power,Bihar,Transmission,2024-06-10,2024-09-13,2026-06-02,2026-06-02,53.63,57.41,PRJ-132025,OCMS-645415,PM-2748325
